id,created_at,favorite_count,retweet_count,text
991752712168538117,2018-05-02 18:54:07,2,2,b'TheSkimm founders\xe2\x80\x99 key to success meant ditching the ways of traditional media and embracing an audience-driven strategy https://t.co/FKy6Xksupx https://t.co/7ytZJMPqbQ'
991749827099873281,2018-05-02 18:42:39,14,15,"b""Veteran D.C. lawyer Emmet Flood has represented George W. Bush, Bill Clinton and Dick Cheney. And now, he could be joining Donald Trump's legal team https://t.co/CwXkb2tjce"""
991749203813642245,2018-05-02 18:40:10,7,6,b'A data-driven health commissioner figured out a way to slow overdose deaths. But treating addiction is a much harder problem https://t.co/YfRHu9qTay https://t.co/rGByVczZBX'
991746727932846081,2018-05-02 18:30:20,130,84,"b'There are at least 156 people with ties to the Trump Organization, Trump 2016 campaign, transition or Trump administration that are connected to the Russia probe\nhttps://t.co/1rtmnqFLWf https://t.co/5IRLKS6cWq'"
991742443585499137,2018-05-02 18:13:18,1,3,b'From weird and wonky to glitz and glamour: Inside L.A.\xe2\x80\x99s Milken conference https://t.co/yAv9CL5XYd https://t.co/GphwNthcN1'
991739173026582528,2018-05-02 18:00:19,11,8,b'The race between Michael Grimm and Dan Donovan is shaping up to the nastiest Republican congressional primary in America \xe2\x80\x93 and there\xe2\x80\x99s been a whole lot of finger pointing https://t.co/fW7g2PIjvs https://t.co/XeNMGilYPF'
991735356147019781,2018-05-02 17:45:09,58,29,b'President Donald Trump might be able to get rid of special counsel Robert Mueller \xe2\x80\x94 but he can\xe2\x80\x99t kill off the Russia probe https://t.co/Q4cXyvB3GA https://t.co/Qh21Yk2Ze8'
991733756112318465,2018-05-02 17:38:47,60,22,"b""Ty Cobb, the lead White House lawyer on Trump's legal defense team, is retiring at the end of this month https://t.co/3ebR79BA10"""
991732843251490817,2018-05-02 17:35:09,90,28,"b'A slight majority of those surveyed said Pruitt should be removed from his position as EPA administrator, a new POLITICO/Morning Consult poll shows https://t.co/R034YwWgcB https://t.co/5aGsqWCOiZ'"
991730506961170433,2018-05-02 17:25:52,0,52,"b'RT @ZachMontellaro: Department of strange timing: ABC published an interview with White House lawyer Ty Cobb, where he said that an intervi\xe2\x80\xa6'"
991730434609500160,2018-05-02 17:25:35,60,44,b'Former HHS Sec. Tom Price said Tuesday that GOP efforts to repeal an Obamacare mandate would harm insurance markets.\n\nThe next day he backpedaled https://t.co/N7yhvBiUOJ https://t.co/GiyWhC7eZc'
991730099622948864,2018-05-02 17:24:15,0,16,b'RT @BresPolitico: Michael Grimm needed an ugly GOP primary to have a chance to win his Staten Island seat back after a stint in prison. He\xe2\x80\x99\xe2\x80\xa6'
991723609159806976,2018-05-02 16:58:28,0,20,b'RT @playbookplus: The latest in Power Briefing: Ty Cobb leaving White House legal team as he says that an interview between Trump and Muell\xe2\x80\xa6'
991722397253455875,2018-05-02 16:53:39,18,19,b'Tom Price walks back remarks on mandate repeal https://t.co/vkNXacPZZs https://t.co/MnF9ZJk5Hq'
991719013884547078,2018-05-02 16:40:12,32,17,b'The race between former congressman (and convicted felon) Michael Grimm and Rep. Dan Donovan might be the nastiest Republican congressional primary in America.\nhttps://t.co/oaaFcmiBOp https://t.co/z4pYoHec58'
991716473029713921,2018-05-02 16:30:07,56,20,b'Trump aides and associates have warned the president that ousting Mueller would have messy political consequences. But it\xe2\x80\x99s also unlikely to solve many of his legal worries. https://t.co/r1CRM3nTFS https://t.co/x8omwcyGXY'
991714546237652992,2018-05-02 16:22:27,26,8,"b""Mike Pompeo\xe2\x80\x94now confirmed and sworn in\xe2\x80\x94is Trump's new secretary of state https://t.co/SixjXN2Ph3 https://t.co/6aH3fu3PgN"""
991713959135924224,2018-05-02 16:20:07,34,22,b'Chelsea Manning: Google and Facebook deliberately use biased algorithms https://t.co/Xs2eNlVPqW via @politicoeurope https://t.co/gyKWEKchSU'
991711571385647104,2018-05-02 16:10:38,0,8,"b'RT @morningmoneyben: The latest @POLITICO Money podcast from Los Angeles takes you inside the glitz, glamour, weirdness and wonkiness of th\xe2\x80\xa6'"
991711448580722690,2018-05-02 16:10:09,62,23,b'The immigrant doctor who\xe2\x80\x99s solving West Virginia\xe2\x80\x99s opioids crisis https://t.co/1rK29RaqKg via @POLITICOMag https://t.co/EdqOFmJt6m'
991708929120927744,2018-05-02 16:00:08,17,6,b'Trump touts renewed \xe2\x80\x98spirit\xe2\x80\x99 at State Dept. under Pompeo https://t.co/i7LiJsQjmj https://t.co/Y7TpsJ9T7p'
991706772493754368,2018-05-02 15:51:34,32,22,b'Basque militant group ETA formally announced it is disbanding https://t.co/1rWZcWazXD via @politicoeurope https://t.co/ZkIcB5cuCw'
991702639409758209,2018-05-02 15:35:08,70,48,b'Sen. Marco Rubio is walking back some of the criticism he leveled against the new Republican tax law earlier this week https://t.co/XdO6jGvqod https://t.co/eTlq2Y5TKO'
991700059992547329,2018-05-02 15:24:53,29,15,b'Trump suggests he may intervene in DOJ release of Clinton probe documents https://t.co/DQeQR29xcA https://t.co/Ifqrs47ZYF'
991699119633813504,2018-05-02 15:21:09,8,2,b'WATCH LIVE: Trump swears in Mike Pompeo https://t.co/zQ150U0Xql https://t.co/ddJL9uPlW1'
991697618832158722,2018-05-02 15:15:11,169,53,b'Mueller\xe2\x80\x99s decision to steer clear of the first daughter \xe2\x80\x94 at least for now \xe2\x80\x94 is a signal of his \xe2\x80\x9cdon\xe2\x80\x99t poke the bear until you have to\xe2\x80\x9d strategy https://t.co/64rbpibSar https://t.co/iRPW1mZ8nT'
991695357364133888,2018-05-02 15:06:12,0,74,"b'RT @anniekarni: Why is Mueller not interested in talking to Ivanka? A ""don\'t poke the bear until you have to"" strategy, per prosecutors htt\xe2\x80\xa6'"
991695069139947520,2018-05-02 15:05:03,21,16,b'Trump on Wednesday called the investigations into his 2016 campaign as a \xe2\x80\x9choax\xe2\x80\x9d and specifically called the obstruction of justice inquiry a \xe2\x80\x9ca setup\xe2\x80\x9d https://t.co/0Kqvc7yf10 https://t.co/djvYKFPKXV'
991692570882445314,2018-05-02 14:55:08,27,19,b'Chelsea Manning: Google and Facebook deliberately use biased algorithms https://t.co/FHrRwc4AXX via @politicoeurope https://t.co/2XVn3WDO8a'
991690047941378050,2018-05-02 14:45:06,14,7,"b'Some New Jersey Republicans, staring down an electoral cliff, think they\xe2\x80\x99ve spotted a branch to hold on to in Sen. Robert Menendez\xe2\x80\x99s ethical troubles https://t.co/rbBGSY2oo0 https://t.co/REYLcRrFCa'"
991687521095602176,2018-05-02 14:35:04,96,27,"b'A slight majority of those surveyed said Pruitt should be removed from his position as EPA administrator, a new POLITICO/Morning Consult poll shows https://t.co/oKoWQRer1Y https://t.co/dC6g9uWJb3'"
991686211961057280,2018-05-02 14:29:52,82,57,b'Rubio walks back criticism of GOP tax law https://t.co/Qzea6yGW2U https://t.co/MVuRdwQSV1'
991685017804988417,2018-05-02 14:25:07,17,7,b'Women Rule podcast: TheSkimm founders\xe2\x80\x99 key to success meant ditching the ways of traditional media and embracing an audience-driven strategy https://t.co/gXaJbmsa3o https://t.co/rlIQtvI9Of'
991682517198671873,2018-05-02 14:15:11,43,19,b'Past criticisms of Trump are surfacing in California and Texas as primary season heats up  https://t.co/47unyPONhw https://t.co/LWAh2Uwito'
991679974653513729,2018-05-02 14:05:05,26,14,b'A data-driven health commissioner figured out a way to slow overdose deaths. But treating addiction is a much harder problem https://t.co/8Ppn0QMlop via @POLITICOMag https://t.co/ggcLBJYdzX'
991676218691944454,2018-05-02 13:50:09,5,5,"b'On the East Shore of Staten Island, Republicans Dan Donovan and Michael Grimm embrace the president in Trump country brawl\nhttps://t.co/KhVPyCbRUY via @nahmias https://t.co/zxAT6b3NUP'"
991673689811939328,2018-05-02 13:40:06,80,20,b'President Donald Trump might be able to get rid of special counsel Robert Mueller \xe2\x80\x94 but he can\xe2\x80\x99t kill off the Russia probe https://t.co/MfC2VznWqr https://t.co/XDDqmLh1zV'
991671215407366145,2018-05-02 13:30:16,8,2,b'Indiana mystery man upends bloody GOP Senate primary https://t.co/NB8F5JyYoP https://t.co/TcjRo2okIg'
991668675018190849,2018-05-02 13:20:11,21,22,"b'""Disgraceful"": Trump super PAC unloads on Tester in new ad https://t.co/HBZLewGfhm https://t.co/7AGBjettym'"
991666152358236161,2018-05-02 13:10:09,43,26,"b'.@BobHugin: @SenatorMenendez ""is an embarrassment to our state and it is time for him to resign"" https://t.co/cZuIeJ7N4n via @MattFriedmanNJ https://t.co/dRvFXX82CE'"
991663692059217920,2018-05-02 13:00:23,126,46,b'Nearly half of voters say the Trump administration has done a poor job when it comes to hiring and retaining qualified people https://t.co/vFbf56ZhXq via @politicosteve https://t.co/gGRXYFFhmW'
991661102860767233,2018-05-02 12:50:05,8,9,"b'\xe2\x80\x9cNo other person, group or issue has the gravitational pull on Republican primary voters that Donald Trump commands"" https://t.co/sAmZ0eQSz6 via @ec_schneider https://t.co/hQze68vOuM'"
991660705676963840,2018-05-02 12:48:31,0,5,"b""RT @billkuchman: Today's @politico front page.\n\nWith stories by @theodoricmeyer @MattFriedmanNJ @nahmias @eschor.\n\nhttps://t.co/4TTJsqJxih\xe2\x80\xa6"""
991658583556280320,2018-05-02 12:40:05,32,11,"b'.@theskimm began, in part, as a recognition that a specific audience was getting left out of the conversation: female millennials https://t.co/QKT4EMbTKE https://t.co/SatliqEf8D'"
991656252705996800,2018-05-02 12:30:49,25,15,b'Trump calls obstruction of justice inquiry \xe2\x80\x9ca setup &amp; trap\xe2\x80\x9d https://t.co/sd3aV9aGQG https://t.co/9YlZrZJd9i'
991656119310409729,2018-05-02 12:30:17,22,12,"b'\xe2\x80\x9cYou need to realize that if you don\xe2\x80\x99t treat them right away, they\xe2\x80\x99re more likely to become a statistic\xe2\x80\x94dead from overdose"" https://t.co/xzZ6K7Arrd via @POLITICOmag https://t.co/M0WLNcaBwf'"
991653571103002625,2018-05-02 12:20:10,12,8,"b'The race has spiraled into a smash-mouth contest featuring name-calling, accusations of dirty tricks, lies and dishonesty https://t.co/o3pabZiTrd https://t.co/E11lQ8vm4z'"
991651027991580672,2018-05-02 12:10:03,39,12,b'\xe2\x80\x9cBureaucracies are complicated animals and this one has metastasized beyond the Mueller investigation. That\xe2\x80\x99s the thing that functionally protects the investigation.\xe2\x80\x9d https://t.co/jpAMtjf4Tm via @dsamuelsohn https://t.co/OCto8htitL'
991648578111143937,2018-05-02 12:00:19,62,17,b'Mueller interested in 2016 convention episode dismissed by House GOP https://t.co/Gx3Rxnhmyp https://t.co/N9tx1KljDE'
991646006751178753,2018-05-02 11:50:06,81,44,"b""President's former doctor claims Trump dictated flattering health letter https://t.co/7IQkT7GhI4 via @louisjnelson https://t.co/iFTkl6WDVF"""
991644567622610944,2018-05-02 11:44:23,0,13,"b'RT @dlippman: In @POLITICO Playbook: Pelosi shows extraordinary confidence -- at an event this week, she was already introducing lawmakers\xe2\x80\xa6'"
991643481528512512,2018-05-02 11:40:04,235,60,"b'Rosenstein: ""Justice Department is not going to be extorted"" https://t.co/LQSYq7Ua50 https://t.co/W5Eb5KXqKb'"
991640969480110081,2018-05-02 11:30:05,44,23,b'New scrutiny of potential Manafort links with Russia https://t.co/VYeOoBUD0I https://t.co/er2v9e7CMI'
991638462146269184,2018-05-02 11:20:07,58,39,"b'Pruitt\xe2\x80\x99s security, Superfund chief leave as probe heats up https://t.co/zofjXzVY3y https://t.co/Cj7s19pZsB'"
991635941314973696,2018-05-02 11:10:06,38,31,b'The real reason Mueller hasn\xe2\x80\x99t called Ivanka Trump https://t.co/Em6MFGd2FG https://t.co/MnG6OMftW2'
991633431607087104,2018-05-02 11:00:08,9,3,b'Menendez admonishment gives New Jersey Republicans a lifeline https://t.co/md1SXkZnRC via @MattFriedmanNJ https://t.co/kLg05mx3D3'
991630907240075266,2018-05-02 10:50:06,186,73,b'Poll: Majority of voters say Trump White House running chaotically https://t.co/rsmr94fxmt via @politicosteve https://t.co/CvvqW57BhM'
991628381493055495,2018-05-02 10:40:04,9,7,b'\xe2\x80\x98News has a stigma\xe2\x80\x99: One media company\xe2\x80\x99s path around the old guard https://t.co/GeJ77xchyD via @theskimm @ReenaJF https://t.co/QuCuj2aWfA'
991625864885530624,2018-05-02 10:30:04,21,9,b'Trump litmus test hits House GOP primaries https://t.co/kFk2RFC5c8 via @ec_schneider https://t.co/mdtoZdf1Jc'
991625591865692161,2018-05-02 10:28:59,0,12,b'RT @playbookplus: The latest in Playbook: Pelosi shows extraordinary confidence for midterm elections https://t.co/94bGu9AVqF https://t.co/\xe2\x80\xa6'
991623341109923841,2018-05-02 10:20:02,95,44,b'The immigrant doctor who\xe2\x80\x99s solving West Virginia\xe2\x80\x99s opioids crisis https://t.co/qWZQiPIDm0 via @POLITICOMag @Briannaehley https://t.co/sVI2OHT8Ey'
991620834388316160,2018-05-02 10:10:04,14,9,b'\xe2\x80\x98Arguably the most desperate act I\xe2\x80\x99ve ever seen a sitting member of Congress do\xe2\x80\x99 https://t.co/iKBmT7JDe4 via @nahmias https://t.co/NBCY5rlHu1'
991618313791987714,2018-05-02 10:00:04,39,10,"b""Why firing Mueller won't end the Russia investigation https://t.co/ySlPJfwNQX via @dsamuelsohn https://t.co/0JhTSFqbT9"""
991578250911604737,2018-05-02 07:20:52,55,26,"b'Bowing to pressure from African-American activists, Starbucks excluded the Anti-Defamation League from an upcoming daylong anti-bias training session https://t.co/mYOTfDq8YO https://t.co/UQgadsIBLm'"
991575955800981504,2018-05-02 07:11:45,22,16,b'What Kim Jong Un wants from Trump https://t.co/I155MJlF9I via @POLITICOmag https://t.co/az4UQBlTsk'
991573111920365568,2018-05-02 07:00:27,123,38,b'Texas and 6 states sue Trump administration over DACA program https://t.co/SP1zamZ7xp https://t.co/cJnEfM0eMU'
991567780922187776,2018-05-02 06:39:16,8,4,b'Businessman Mike Braun swooped to the front of the Indiana primary while Reps. Luke Messer and Todd Rokita attacked each other https://t.co/VFUPpaCXoN https://t.co/Lx8dDvxzaF'
991565343901528065,2018-05-02 06:29:35,125,59,b'Mueller interested in 2016 convention episode dismissed by House GOP https://t.co/EbGwZk2oLr https://t.co/AnskwCdc0V'
991562950472237058,2018-05-02 06:20:04,46,16,b'New scrutiny of potential Manafort links with Russia\nhttps://t.co/TxJIHg2ic8 https://t.co/tPYeoj4dbS'
991560663645515776,2018-05-02 06:10:59,35,22,b'Blankenship slams \xe2\x80\x98Cocaine Mitch\xe2\x80\x99 in anti-McConnell ad https://t.co/JdGX2Xfkpr https://t.co/XJKT4u2D3t'
991558306341810178,2018-05-02 06:01:37,28,12,b'CIA\xe2\x80\x99s latest push for Haspel slammed by left https://t.co/2jBSdl61tx https://t.co/dozjMwYWwm'
991549916186017793,2018-05-02 05:28:16,142,45,"b'Political aides are tired of Scott Pruitt ""constantly putting himself first"" https://t.co/8dMgdqNfii https://t.co/glSAdU9sks'"
991547662888468480,2018-05-02 05:19:19,41,24,b'GOP civil war in Ohio threatens another special election https://t.co/dgM4TFXKLt via @ec_schneider https://t.co/FW42DdaPar'
991545409997803520,2018-05-02 05:10:22,213,52,b'Deputy attorney general: \xe2\x80\x9cJustice Department is not going to be extorted\xe2\x80\x9d https://t.co/nc5eErPf7z https://t.co/xqMHKyQztQ'
991544281994285057,2018-05-02 05:05:53,27,26,"b'No criminal charges for FBI agent found to have leaked, lied and mishandled classified information https://t.co/LIo5EfysUM https://t.co/bcJgjlXtLv'"
991543139923001344,2018-05-02 05:01:21,1340,146,b'Michelle Wolf: \xe2\x80\x9cI wouldn\xe2\x80\x99t change a single word that I said\xe2\x80\x9d https://t.co/cZNvPlK9jx https://t.co/TrW3yjZ2pH'
991538048352575488,2018-05-02 04:41:07,237,203,b'A Florida doctor with ties to Mar-a-Lago has held up the biggest health IT project in history. And VA officials are furious. \n\n\xe2\x80\x9cWho the hell is this person?\xe2\x80\x9d\nhttps://t.co/KS3ZwMZlve https://t.co/8zMPQoP0gC'
991536378671517696,2018-05-02 04:34:29,201,79,b'Sarah Huckabee Sanders isn\xe2\x80\x99t just skilled at dismissing accusations. She can create an entire alternate reality in one moment https://t.co/AsEWRVdoBS via @POLITICOMag https://t.co/GG6QTeYLcX'
991534163550523392,2018-05-02 04:25:41,67,34,b'The real reason Mueller hasn\xe2\x80\x99t called Ivanka Trump https://t.co/4BbtrBknyd https://t.co/s0xupuRKbS'
991531873817055232,2018-05-02 04:16:35,414,109,b'Condoleezza Rice\xe2\x80\x99s advice to Trump: Leave the details of Kim negotiations \xe2\x80\x9cto people who understand all the nuance\xe2\x80\x9d https://t.co/MHRtpEmpEM https://t.co/TwlswFAhxM'
991527970929041408,2018-05-02 04:01:04,21,8,b'Trump blasts leak of Mueller questions as \xe2\x80\x98disgraceful\xe2\x80\x99 https://t.co/ZyZ3aktMcK https://t.co/UCZKBJYcck'
991524205551390720,2018-05-02 03:46:06,17,4,b'Indiana mystery man upends bloody GOP Senate primary https://t.co/ig5B3a24WL https://t.co/574EvbPnv6'
991520673897025542,2018-05-02 03:32:04,279,62,b'Rosenstein: \xe2\x80\x98Justice Department is not going to be extorted\xe2\x80\x99 https://t.co/qfOTdq8iMd https://t.co/A9DfJ6FNoc'
991517141747884033,2018-05-02 03:18:02,121,45,"b'Pruitt\xe2\x80\x99s security, Superfund chief leave as probe heats up https://t.co/9ablOlRKQk https://t.co/Te4Vt1P60E'"
991513624396095488,2018-05-02 03:04:04,78,37,b'The real reason Mueller hasn\xe2\x80\x99t called Ivanka Trump https://t.co/mQUTQswv2P https://t.co/3rFlNZE5ec'
991508093426073601,2018-05-02 02:42:05,247,64,b'California and other states sue EPA over auto emissions rollbacks https://t.co/ZOH5l39da3 https://t.co/L3poYMOcaf'
991504565903208448,2018-05-02 02:28:04,28,12,b'Trump calls Moon\xe2\x80\x99s suggestion he get Nobel Peace Prize \xe2\x80\x98very generous\xe2\x80\x99 https://t.co/RVXoXDLwcF https://t.co/jOigqVrgRL'
991501057279832064,2018-05-02 02:14:07,28,20,b'What Kim Jong Un wants from Trump https://t.co/XstSLBHyK1 via @POLITICOmag https://t.co/PWTHXalbDj'
991497550497812480,2018-05-02 02:00:11,24,18,b'GOP civil war in Ohio threatens another special election https://t.co/E5iR5pulPu via @ec_schneider https://t.co/hTJLkiHPyK'
991495246793134080,2018-05-02 01:51:02,190,80,"b'Political aides are tired of Scott Pruitt ""constantly putting himself first"" https://t.co/lsCxINR1eS https://t.co/MqKTSuwiqP'"
991492736841854977,2018-05-02 01:41:04,48,22,b'Blankenship slams \xe2\x80\x98Cocaine Mitch\xe2\x80\x99 in anti-McConnell ad https://t.co/CPY18ceXYg https://t.co/UY0hTZsyEt'
991489967527522309,2018-05-02 01:30:03,1125,129,b'Michelle Wolf: \xe2\x80\x9cI wouldn\xe2\x80\x99t change a single word that I said\xe2\x80\x9d https://t.co/vL4PEQw8ki https://t.co/zMOyhDB3kq'
991487454162104320,2018-05-02 01:20:04,321,68,b'Condoleezza Rice\xe2\x80\x99s advice to Trump: Leave the details of Kim negotiations \xe2\x80\x9cto people who understand all the nuance\xe2\x80\x9d https://t.co/dY5U8TjR4n https://t.co/HmUckcm6TW'
991484943032291329,2018-05-02 01:10:05,16,7,b'Rubio recommends onetime Trump critic for Cuba broadcast job\n https://t.co/pZvJYhdBMr via @PoliticoFL https://t.co/tomiHFjnjU'
991484874476408832,2018-05-02 01:09:49,94,57,"b""Today in Trumpworld: Donald Trump's medical records seized https://t.co/Ffj78YWqDH"""
991482436193267713,2018-05-02 01:00:08,10,4,b'Businessman Mike Braun swooped to the front of the Indiana primary while Reps. Luke Messer and Todd Rokita attacked each other https://t.co/gMXAf59t2E https://t.co/v7llWtX2Dn'
991479906390499329,2018-05-02 00:50:05,63,27,b'GOP civil war in Ohio threatens another special election loss https://t.co/xpSXFd8R2C https://t.co/94eudTcgE2'
991477148119691265,2018-05-02 00:39:07,195,135,"b""Republican FCC Commissioner Michael O\xe2\x80\x99Rielly violated federal law by advocating for Trump's reelection during CPAC in February, according to U.S. officials\nhttps://t.co/Q0n83m5piA https://t.co/ZWDqCFrvk1"""
991477114653331458,2018-05-02 00:38:59,83,40,b'New scrutiny of potential Manafort links with Russia\nhttps://t.co/esiK9h21IC https://t.co/KK1PNgYfhD'
991474927990661121,2018-05-02 00:30:18,70,18,b'GOP civil war in Ohio threatens another special election loss https://t.co/69U8fjM4Q7 https://t.co/hFQsC18BCM'
991472363782000640,2018-05-02 00:20:06,78,84,b'A Florida doctor with ties to Mar-a-Lago has held up the biggest health IT project in history. And VA officials are furious. \n\n\xe2\x80\x9cWho the hell is this person?\xe2\x80\x9d\nhttps://t.co/UTnM7UirTT https://t.co/VE10SX1xGS'
991469849095307265,2018-05-02 00:10:07,22,23,"b'Bowing to pressure from African-American activists, Starbucks excluded the Anti-Defamation League from an upcoming daylong anti-bias training session https://t.co/0Mp7ABidKC https://t.co/ht8EHJaebZ'"
991467320102014976,2018-05-02 00:00:04,25,22,b'\xe2\x80\x98Disgraceful\xe2\x80\x99: Trump super PAC unloads on Tester in new ad https://t.co/SnO8uaPjzp https://t.co/cUsjLLs0KJ'
991464798327058432,2018-05-01 23:50:03,92,42,b'The real reason Mueller hasn\xe2\x80\x99t called Ivanka Trump https://t.co/KZUmTXHR0N https://t.co/UqVQ3pjbER'
991462286714986502,2018-05-01 23:40:04,479,109,b'Deputy attorney general: \xe2\x80\x9cJustice Department is not going to be extorted\xe2\x80\x9d https://t.co/U9oIhQZOrv https://t.co/q5Wd83jRfz'
991459799027023874,2018-05-01 23:30:11,178,86,b'Sarah Huckabee Sanders isn\xe2\x80\x99t just skilled at dismissing accusations. She can create an entire alternate reality in one moment https://t.co/ix2F3BABH4 via @POLITICOMag https://t.co/R1gtHngrcS'
991457268574097408,2018-05-01 23:20:07,47,23,"b'No criminal charges for FBI agent found to have leaked, lied and mishandled classified information https://t.co/hfkaF8nHZ6 https://t.co/Buk0J0GTTg'"
991454746342055936,2018-05-01 23:10:06,40,34,b'CIA\xe2\x80\x99s latest push for Haspel slammed by left https://t.co/6fvTSqZk5t https://t.co/GDPAEa67jj'
991452266858209280,2018-05-01 23:00:15,128,52,b'Mueller interested in 2016 convention episode dismissed by House GOP https://t.co/TNMcyLO2VJ https://t.co/MBje8ltMoY'
991449703664537600,2018-05-01 22:50:04,67,36,b'Blankenship slams \xe2\x80\x9cCocaine Mitch\xe2\x80\x9d in anti-McConnell ad https://t.co/SB9YuIDI4r https://t.co/Jlceedwfni'
991447204593324032,2018-05-01 22:40:08,118,59,b'Arizona and Oklahoma are both red states where hundreds of thousands of teachers have rallied against dismal pay and massive public education cuts.\n\nSomething else they have in common? Their state constitutions make it really hard to raise taxes https://t.co/psrlv49unl https://t.co/G2TxQoJHnG'
991444694809874432,2018-05-01 22:30:10,348,65,"b'\xe2\x80\x9cI would say if this is about celebrating the media,\xe2\x80\x9d comedian Michelle Wolf said of Sanders, \xe2\x80\x9cshe wasn\xe2\x80\x99t there to celebrate the media\xe2\x80\x9d  https://t.co/DIWTNETTHE https://t.co/S8DCS0hsbe'"
991442162754650114,2018-05-01 22:20:06,135,74,b'The resignations of Pruitt aides Pasquale \xe2\x80\x9cNino\xe2\x80\x9d Perrotta and Albert \xe2\x80\x9cKell\xe2\x80\x9d Kelly came days after Pruitt blamed his staff for his massive spending https://t.co/7N3ImP6Agf https://t.co/xJYBDiaKox'
991440919240077312,2018-05-01 22:15:09,13,31,b'Trump trade adviser: All countries exempted from steel tariffs will face quotas https://t.co/Rdu2raIGZG https://t.co/yTDUCdKZql'
991439660651040768,2018-05-01 22:10:09,182,110,b'Texas and 6 states sue Trump administration over DACA program https://t.co/TezqrcBmvG https://t.co/lmm4RPbcwx'
991438039393153025,2018-05-01 22:03:43,497,346,"b""Republican FCC Commissioner Michael O\xe2\x80\x99Rielly violated federal law by advocating for Trump's reelection during CPAC in February, according to U.S. officials\nhttps://t.co/M3uBuWewqD https://t.co/V9Hy2qva0w"""
991434448313966592,2018-05-01 21:49:27,81,41,"b'The White House acknowledged the typo in an official statement that initially said Iran currently ""has"" a secret nuclear program https://t.co/euzpGgIKYg https://t.co/tDAKjNtgSk'"
991428775043837953,2018-05-01 21:26:54,156,42,b'California and other states sue EPA over auto emissions rollbacks https://t.co/XOIXC6Dtlb https://t.co/Mv6C9oXge3'
991423292002193408,2018-05-01 21:05:07,152,84,b'The real reason Mueller hasn\xe2\x80\x99t called Ivanka Trump https://t.co/RzU3Jru4Cn https://t.co/DlvFtXZiIG'
991422472158400512,2018-05-01 21:01:51,304,95,"b""Rosenstein: 'Justice Department is not going to be extorted' https://t.co/Z6N3Nv8cpY https://t.co/rZxoewuzE7"""
991422205471920128,2018-05-01 21:00:48,178,108,b'The resignations of Pruitt aides Pasquale \xe2\x80\x9cNino\xe2\x80\x9d Perrotta and Albert \xe2\x80\x9cKell\xe2\x80\x9d Kelly came days after Pruitt blamed his staff for his massive spending. https://t.co/RgLnG0OOcz https://t.co/PRGSNLm8Pd'
991418293092278275,2018-05-01 20:45:15,114,32,b'White House looking to set up Trump meeting with \xe2\x80\x98hero\xe2\x80\x99 in Waffle House shooting https://t.co/yrpbdOE4BQ https://t.co/DPDV1mbbJQ'
991415703080263680,2018-05-01 20:34:57,68,13,b'These lawmakers say Congress needs to better reflect everyday Americans \xe2\x80\x93 working parents included (9/9) https://t.co/usCEd9g509 https://t.co/wUNvPUwB8s'
991415541540810752,2018-05-01 20:34:19,69,22,b'Young dads in Congress face similar challenges. Sen. Chris Murphy once had to plop his kids on a bench outside the chamber and hope they would sit still while he went to the floor to vote. (8/9) https://t.co/usCEd9g509 https://t.co/YyJduMkvdy'
991415335101304834,2018-05-01 20:33:30,46,10,"b'Ohio state Rep. Christina Hagan is due to have twins later this year \xe2\x80\x93 on none other than Election Day. Older female lawmakers have told her how hard it is to juggle being in Congress and being a mom, but she\xe2\x80\x99s not letting that slow her down. (7/9) \nhttps://t.co/usCEd9g509 https://t.co/MMBEqiqfFc'"
991414721021665280,2018-05-01 20:31:03,24,12,b'Congress doesn\xe2\x80\x99t even have a maternity leave policy. It\xe2\x80\x99s up to members to decide on their own how much time they should take. (6/9) https://t.co/usCEd9g509 https://t.co/mhqxDxW3Rq'
991414501525413889,2018-05-01 20:30:11,29,14,"b'Rep. Jaime Herrera Beutler, who gave birth to a daughter in 2013, said Congress is far behind the rest of the nation in its understanding of modern families. (5/9) https://t.co/usCEd9g509 https://t.co/MLhCNFFVUr'"
991414190588887041,2018-05-01 20:28:57,53,14,"b'Last month, Sen. Tammy Duckworth had to push Congress to allow her to bring her newborn daughter on the Senate floor so she could vote (4/9) https://t.co/usCEd8YtBz https://t.co/pIfHReFvga'"
991413953959026688,2018-05-01 20:28:00,33,22,"b'Other times, simply going to the bathroom becomes a challenge. It wasn\xe2\x80\x99t until 2011 that Congress installed a women\xe2\x80\x99s bathroom off the House floor. (There\xe2\x80\x99s been a men\xe2\x80\x99s restroom nearby for as long as anyone can remember) (3/9) https://t.co/usCEd9g509 https://t.co/LZdvgGxByJ'"
991413738732388354,2018-05-01 20:27:09,44,22,b'Most of these woman \xe2\x80\x93 six Democrats and four Republicans \xe2\x80\x93 told us about the challenges of mothering while lawmaking. Sometimes it\xe2\x80\x99s finding somewhere to nurse.  (2/9) https://t.co/usCEd9g509 https://t.co/O8470YpYxu'
991413212229849088,2018-05-01 20:25:04,193,74,b'Only 10 women in history have given birth while serving in Congress (1/9) https://t.co/usCEd9g509 https://t.co/w5grXfioms'
991408190440001542,2018-05-01 20:05:06,20,11,"b'Rep. Jim Jordan is pushing back against Republicans who say the GOP could lose former Rep. Pat Tiberi\xe2\x80\x99s seat to a Democrat if Melanie Leneghan, a self-described Trump Republican, wins the primary https://t.co/e1mqNAAhFT https://t.co/vfUra1eCzq'"
