id,created_at,favorite_count,retweet_count,text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
990342440094756866,2018-04-28 21:30:12,14,8,b'Does Lisa Bloom deserve redemption? https://t.co/PSFaYhSxkj via @POLITICOMag https://t.co/nARb3Ye6fK',18,92.84,50.00,1.00,25.77,9.00,27.78,33.33,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,55.56,11.11,0.00,0.00,0.00,5.56,0.00,0.00,0.00,11.11,0.00,27.78
990338659646926853,2018-04-28 21:15:10,103,20,"b""Joy Reid apologizes for 'hurtful' LGBT comments, doesn't 'believe' she wrote anti-gay posts https://t.co/pNjxSgpnMQ https://t.co/uzWFuotxx9""",25,81.40,78.82,1.00,25.77,25.00,24.00,52.00,12.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,12.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,4.00,12.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,0.00,60.00,8.00,4.00,0.00,0.00,0.00,0.00,4.00,8.00,20.00,0.00,16.00
990334924770238464,2018-04-28 21:00:20,41,18,"b'Zach Lubarsky, a 27-year-old programmer, has a radical idea to change how Seattle builds homes. Here\xe2\x80\x99s how he plans to do it: https://t.co/o9zihztGG9 https://t.co/CY6bWy3wDm'",38,70.02,60.39,1.52,25.77,19.00,15.79,55.26,28.95,5.26,2.63,0.00,0.00,0.00,2.63,0.00,2.63,5.26,5.26,5.26,7.89,5.26,0.00,5.26,0.00,0.00,5.26,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,2.63,10.53,2.63,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,0.00,0.00,5.26,2.63,7.89,2.63,0.00,5.26,2.63,0.00,2.63,0.00,0.00,0.00,7.89,0.00,7.89,0.00,0.00,0.00,44.74,7.89,5.26,2.63,0.00,0.00,0.00,5.26,0.00,5.26,0.00,18.42
990331101771173890,2018-04-28 20:45:08,124,49,"b""The nation's cartoonists take on the Philadelphia Starbucks that called police on two patrons, @realDonaldTrump's visit with Macron, Scott Pruitt's testimony and much, much more https://t.co/FFwcbwXDUr https://t.co/rgcOymypHn""",36,98.02,71.09,1.79,25.77,36.00,27.78,52.78,19.44,2.78,0.00,0.00,0.00,0.00,0.00,0.00,2.78,5.56,8.33,0.00,0.00,2.78,0.00,8.33,2.78,2.78,0.00,2.78,8.33,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,2.78,2.78,0.00,2.78,2.78,0.00,8.33,2.78,5.56,0.00,2.78,2.78,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,41.67,5.56,8.33,0.00,0.00,0.00,0.00,0.00,5.56,8.33,0.00,13.89
990327972866461698,2018-04-28 20:32:42,92,80,b'Never mind Fox. Trump\xe2\x80\x99s most reliable media mouthpiece is now Christian TV https://t.co/B69i0XT57V via @POLITICOMag https://t.co/kqEGvEuHRO',28,75.78,36.03,4.35,25.77,14.00,21.43,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.57,7.14,0.00,3.57,3.57,7.14,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,7.14,0.00,10.71,0.00,3.57,7.14,3.57,3.57,0.00,0.00,3.57,0.00,10.71,0.00,10.71,0.00,0.00,0.00,46.43,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,28.57
990324641318277120,2018-04-28 20:19:28,22,11,b'Trump: Kanye West \xe2\x80\x98performed a great service to the Black Community\xe2\x80\x99 https://t.co/A3fPTjWEIF https://t.co/c9h9FLrL4H',27,98.75,64.46,1.00,88.52,27.00,18.52,40.74,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,55.56,7.41,0.00,3.70,0.00,0.00,0.00,0.00,0.00,7.41,0.00,37.04
990319834239066112,2018-04-28 20:00:22,17,9,"b""We're featuring millennial leaders who are transforming their cities in major ways. Tell us who we should write about next: https://t.co/ApBdTCS2vo https://t.co/Gvy0GHGhHy""",31,44.10,99.00,1.00,25.77,15.50,19.35,54.84,32.26,19.35,12.90,0.00,9.68,0.00,0.00,3.23,6.45,0.00,6.45,6.45,3.23,0.00,0.00,16.13,3.23,0.00,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.81,0.00,0.00,0.00,0.00,3.23,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,9.68,3.23,3.23,0.00,0.00,0.00,12.90,0.00,6.45,0.00,3.23,3.23,6.45,0.00,0.00,0.00,0.00,0.00,9.68,0.00,9.68,0.00,0.00,0.00,35.48,9.68,0.00,3.23,0.00,0.00,0.00,0.00,6.45,3.23,0.00,12.90
990319802060279814,2018-04-28 20:00:14,32,43,"b'Trump backtracks, delays release of JFK assassination records until at least 2021 https://t.co/7uayxalHol https://t.co/m6gBgNngjN'",23,98.12,50.00,9.25,25.77,23.00,26.09,39.13,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,4.35,8.70,0.00,0.00,0.00,0.00,0.00,4.35,13.04,0.00,13.04,0.00,0.00,0.00,39.13,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,17.39
990316013416861698,2018-04-28 19:45:11,35,21,b'Oppo researcher leaves the White House https://t.co/mrkH3TZ7HI https://t.co/D2vlfeMRps',17,97.02,50.00,1.00,25.77,17.00,17.65,47.06,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,17.65,0.00,17.65,0.00,0.00,0.00,47.06,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,23.53
990312225742229506,2018-04-28 19:30:08,17,4,b'PHOTOS: The new conservative media establishment https://t.co/yyPDCnxibq via @smahaskey https://t.co/DnxoR85I03',19,98.60,50.00,4.05,25.77,19.00,26.32,36.84,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,15.79,0.00,0.00,0.00,52.63,10.53,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,0.00,26.32
990308647724085251,2018-04-28 19:15:55,62,40,b'Nobel Prize academy members resign over sexual assault claims https://t.co/7BxHUViFPA via @POLITICOEurope https://t.co/M9ZPcM6g6Z',22,98.22,67.52,2.40,1.00,22.00,27.27,54.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,13.64,4.55,9.09,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,22.73,4.55,4.55,13.64,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,13.64,0.00,13.64,0.00,0.00,0.00,40.91,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,22.73
990305089310031872,2018-04-28 19:01:46,42,24,"b'Trump changes tune on journalism, telling students it\xe2\x80\x99s a \xe2\x80\x98great profession\xe2\x80\x99 https://t.co/bTGkxz6hbP https://t.co/54yj57eeHK'",31,95.47,62.65,1.00,25.77,31.00,22.58,35.48,9.68,3.23,0.00,0.00,0.00,0.00,0.00,0.00,3.23,3.23,3.23,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,6.45,3.23,3.23,0.00,6.45,0.00,0.00,0.00,0.00,0.00,9.68,0.00,9.68,0.00,0.00,0.00,58.06,6.45,3.23,0.00,0.00,0.00,0.00,0.00,0.00,6.45,0.00,41.94
990304683481796614,2018-04-28 19:00:10,23,12,"b""With outsiders talking Nobel Prize, Trump says his positions have led to a \xe2\x80\x98better alternative than anybody thought even possible' for North-South Korea talks https://t.co/pkqb4kcciC https://t.co/d5lU9hFqf2""",38,95.07,85.38,19.27,74.74,38.00,26.32,63.16,23.68,5.26,2.63,0.00,0.00,0.00,2.63,0.00,2.63,2.63,10.53,2.63,2.63,0.00,0.00,13.16,2.63,2.63,0.00,0.00,0.00,2.63,2.63,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,2.63,15.79,2.63,2.63,0.00,5.26,0.00,5.26,2.63,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,2.63,0.00,2.63,7.89,0.00,10.53,2.63,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,0.00,7.89,0.00,0.00,0.00,36.84,5.26,2.63,0.00,0.00,0.00,0.00,2.63,5.26,2.63,0.00,18.42
990300904124506112,2018-04-28 18:45:09,117,73,b'EPA staff in \xe2\x80\x98despair\xe2\x80\x99 after Pruitt blames them for his problems https://t.co/m3a9SmBXO0 https://t.co/KWyMCPIl4Q',27,95.79,86.68,1.00,1.00,27.00,14.81,40.74,18.52,7.41,7.41,0.00,0.00,0.00,3.70,3.70,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,7.41,0.00,7.41,0.00,3.70,0.00,11.11,0.00,0.00,0.00,3.70,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,7.41,0.00,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,51.85,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,37.04
990297123391524864,2018-04-28 18:30:07,100,54,b'Senators rebuke Trump administration over challenge to Native Americans\xe2\x80\x99 health care https://t.co/Xiwbun4hSl https://t.co/IKKdBT3vxD',25,97.89,50.00,1.00,99.00,25.00,24.00,40.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,16.00,0.00,4.00,12.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,0.00,44.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,28.00
990293357443379200,2018-04-28 18:15:09,32,27,b'A desperate Merkel gets Trumped https://t.co/NXozN4kKGq via @POLITICOEurope https://t.co/qg9Mwcvcie',18,98.75,50.00,1.00,1.00,18.00,27.78,44.44,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,5.56,5.56,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,50.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,27.78
990288343660400641,2018-04-28 17:55:14,80,39,b'Updated: Trump calls on Tester to resign for spreading allegations against Ronny Jackson https://t.co/MJ6mzssApM https://t.co/xhiNjiw3Ws',24,99.00,50.00,7.84,1.00,24.00,29.17,41.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,37.50,8.33,0.00,4.17,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67
990285936138293248,2018-04-28 17:45:40,32,11,b'https://t.co/6lruFOcBF8',7,92.84,50.00,1.00,25.77,7.00,14.29,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,28.57,0.00,0.00,0.00,71.43,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,28.57
990282013956608000,2018-04-28 17:30:05,71,38,b'Opinion: A federal license for possession of semi-automatic firearms could make Americans safer\xe2\x80\x94and more free https://t.co/TzbIoy2Act via @POLITICOMag https://t.co/242h49VGgm',33,98.22,50.00,1.00,99.00,33.00,27.27,42.42,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,9.09,3.03,0.00,0.00,0.00,6.06,12.12,6.06,0.00,0.00,3.03,6.06,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,3.03,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,0.00,0.00,3.03,0.00,3.03,0.00,3.03,0.00,3.03,0.00,3.03,0.00,3.03,0.00,0.00,3.03,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,42.42,6.06,0.00,3.03,0.00,0.00,0.00,3.03,0.00,6.06,0.00,24.24
990278253612068865,2018-04-28 17:15:08,79,28,"b""Shafer: Trump's attempt to distance himself from his attorney did his embattled loyal aide no favors https://t.co/C6zE5SCDO0 via @POLITICOMag https://t.co/wYwoz3Zlny""",29,83.44,75.49,1.00,99.00,29.00,27.59,51.72,27.59,10.34,10.34,0.00,0.00,0.00,10.34,0.00,0.00,0.00,10.34,3.45,0.00,0.00,3.45,3.45,6.90,0.00,0.00,0.00,0.00,6.90,6.90,0.00,0.00,0.00,0.00,10.34,0.00,0.00,0.00,10.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90,3.45,0.00,3.45,0.00,0.00,3.45,0.00,0.00,6.90,0.00,6.90,0.00,3.45,0.00,0.00,0.00,0.00,0.00,10.34,0.00,10.34,0.00,0.00,0.00,37.93,6.90,0.00,3.45,0.00,0.00,0.00,0.00,6.90,3.45,0.00,17.24
990274462569455616,2018-04-28 17:00:04,28,22,b'Lisa Bloom was half of a mother-daughter team that rewrote the rules of going after sexual harassers. Then she got caught on the wrong side of the biggest sexual harassment story in a generation. Does she deserve redemption https://t.co/G2g6V5P8Bj https://t.co/2VgUKmWRWz',50,98.46,88.48,12.17,1.00,16.67,20.00,74.00,34.00,6.00,4.00,0.00,0.00,0.00,4.00,0.00,2.00,10.00,12.00,4.00,0.00,2.00,0.00,10.00,6.00,4.00,0.00,2.00,0.00,6.00,0.00,6.00,0.00,4.00,0.00,12.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,10.00,2.00,2.00,4.00,2.00,2.00,6.00,2.00,4.00,18.00,4.00,8.00,6.00,2.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,22.00,8.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,8.00
990271461108649984,2018-04-28 16:48:09,68,36,"b'As Korean leaders\xe2\x80\x99 meeting makes history, Trump stands ready to take credit https://t.co/TZBR0yNH82 https://t.co/L0F0F4nS9d'",26,95.89,77.92,1.00,99.00,26.00,19.23,46.15,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,0.00,7.69,3.85,3.85,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,3.85,3.85,0.00,0.00,7.69,0.00,3.85,0.00,0.00,3.85,11.54,0.00,0.00,3.85,0.00,0.00,11.54,0.00,11.54,0.00,0.00,0.00,46.15,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,26.92
990268421106470912,2018-04-28 16:36:04,71,70,b'GOP Rep. Claudia Tenney suggested most mass shooters are Democrats and called for a special prosecutor to investigate Hillary Clinton https://t.co/hH9g4nRSQg https://t.co/uRPyQcVlub',31,95.47,74.07,1.00,83.22,15.50,35.48,45.16,16.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,6.45,3.23,0.00,3.23,0.00,6.45,6.45,3.23,0.00,0.00,3.23,3.23,3.23,0.00,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,3.23,0.00,3.23,0.00,3.23,0.00,3.23,0.00,0.00,3.23,0.00,0.00,9.68,0.00,9.68,0.00,0.00,0.00,29.03,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,0.00,12.90
990265397621510146,2018-04-28 16:24:03,36,9,b'Why Mueller\xe2\x80\x99s Trump interview may not matter https://t.co/iY5ZWxcimB https://t.co/8q5aK2FHzd',23,70.30,33.19,1.00,25.77,23.00,13.04,30.43,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,13.04,0.00,4.35,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,0.00,0.00,47.83,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,30.43
990262384454447104,2018-04-28 16:12:05,35,18,b'Trump: Kanye West \xe2\x80\x98performed a great service to the Black Community\xe2\x80\x99 https://t.co/HLqyCr28pl https://t.co/rXBgH5RU8D',27,98.75,64.46,1.00,88.52,27.00,18.52,40.74,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,55.56,7.41,0.00,3.70,0.00,0.00,0.00,0.00,0.00,7.41,0.00,37.04
990260709501079552,2018-04-28 16:05:25,0,3,"b""RT @dlippman: In @POLITICO Playbook: Inside the beginning of White House Correspondents weekend and who was spotted at last night's parties\xe2\x80\xa6""",25,97.89,88.48,69.14,91.14,25.00,32.00,68.00,32.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,16.00,4.00,0.00,4.00,0.00,4.00,8.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,24.00,0.00,12.00,12.00,4.00,8.00,4.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,40.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,20.00
990259418997682177,2018-04-28 16:00:18,188,65,b'The firing of the House chaplain morphed into a political firestorm for Republicans as Catholics on both sides said they weren\xe2\x80\x99t satisfied with the reasons given for his ouster https://t.co/r9N8OePSMe https://t.co/AGemUiRxnE',43,99.00,75.74,2.60,69.60,43.00,23.26,62.79,30.23,4.65,4.65,0.00,0.00,0.00,2.33,2.33,0.00,9.30,16.28,0.00,0.00,2.33,0.00,4.65,4.65,2.33,0.00,0.00,2.33,2.33,2.33,0.00,0.00,0.00,0.00,6.98,0.00,0.00,0.00,2.33,2.33,2.33,2.33,0.00,0.00,0.00,0.00,2.33,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,2.33,0.00,0.00,4.65,0.00,0.00,9.30,0.00,9.30,0.00,4.65,0.00,2.33,0.00,4.65,0.00,6.98,0.00,6.98,0.00,0.00,0.00,25.58,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.65,0.00,16.28
990256351598301184,2018-04-28 15:48:06,92,16,b'Boston and Seattle rank higher than NYC when it comes to the most millennial cities in America. Find your perfect city:',22,87.28,67.52,96.40,94.75,11.00,18.18,72.73,36.36,9.09,4.55,0.00,0.00,4.55,0.00,0.00,4.55,4.55,13.64,0.00,4.55,9.09,0.00,9.09,18.18,13.64,4.55,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,18.18,4.55,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,4.55,9.09,4.55,0.00,0.00,13.64,0.00,22.73,4.55,13.64,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,18.18,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00
990253319208742913,2018-04-28 15:36:03,179,43,"b""Joy Reid apologizes for 'hurtful' LGBT comments, doesn't 'believe' she wrote anti-gay posts https://t.co/QszhoqM9a7 https://t.co/BPADSldOpP""",25,81.40,78.82,1.00,25.77,25.00,24.00,52.00,12.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,12.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,4.00,12.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,0.00,60.00,8.00,4.00,0.00,0.00,0.00,0.00,4.00,8.00,20.00,0.00,16.00
